band.name,band.genre,band.numberOfParticipants,band.singlesCount,band.description,band.albumsCount,coord.x,coord.y,album.name,album.sales,front.name,front.eyeColor,front.hairColor,front.country,front.weight,front.birthday,loc.x,loc.y,loc.name
UniqueBand_130,POP,2,5,Unique description for band 130,12,23.0,384,UniqueAlbum_130,1472,UniqueFront_130,ORANGE,WHITE,FRANCE,76,1981-07-13,701,33.0,UniqueLoc_130
UniqueBand_131,POST_PUNK,3,10,Unique description for band 131,8,23.1,288,UniqueAlbum_131,8971,UniqueFront_131,GREEN,WHITE,UNITED_KINGDOM,62,1970-09-26,285,33.1,UniqueLoc_131
UniqueBand_132,ROCK,7,8,Unique description for band 132,10,23.2,287,UniqueAlbum_132,8445,UniqueFront_132,GREEN,GREEN,NORTH_KOREA,68,1981-09-07,523,33.2,UniqueLoc_132
UniqueBand_133,POP,9,15,Unique description for band 133,7,23.3,406,UniqueAlbum_133,7755,UniqueFront_133,ORANGE,ORANGE,FRANCE,85,1985-08-21,253,33.3,UniqueLoc_133
UniqueBand_134,POP,3,11,Unique description for band 134,10,23.4,211,UniqueAlbum_134,2739,UniqueFront_134,WHITE,WHITE,NORTH_KOREA,80,1977-08-01,543,33.4,UniqueLoc_134
UniqueBand_135,POST_PUNK,10,20,Unique description for band 135,3,23.5,204,UniqueAlbum_135,9663,UniqueFront_135,ORANGE,WHITE,FRANCE,76,1988-12-10,317,33.5,UniqueLoc_135
UniqueBand_136,POP,6,18,Unique description for band 136,12,23.6,133,UniqueAlbum_136,8670,UniqueFront_136,WHITE,WHITE,NORTH_KOREA,75,1993-05-30,384,33.6,UniqueLoc_136
UniqueBand_137,PSYCHEDELIC_CLOUD_RAP,9,9,Unique description for band 137,1,23.7,394,UniqueAlbum_137,3012,UniqueFront_137,GREEN,WHITE,SOUTH_KOREA,68,1992-11-24,478,33.7,UniqueLoc_137
UniqueBand_138,POP,3,18,Unique description for band 138,8,23.8,324,UniqueAlbum_138,6886,UniqueFront_138,GREEN,WHITE,NORTH_KOREA,77,1970-07-18,377,33.8,UniqueLoc_138
UniqueBand_139,BLUES,4,9,Unique description for band 139,1,23.9,361,UniqueAlbum_139,6490,UniqueFront_139,ORANGE,WHITE,SOUTH_KOREA,90,1980-12-17,962,33.9,UniqueLoc_139
UniqueBand_140,POST_PUNK,8,15,Unique description for band 140,6,24.0,143,UniqueAlbum_140,8337,UniqueFront_140,GREEN,ORANGE,FRANCE,77,1995-12-19,576,34.0,UniqueLoc_140
UniqueBand_141,POST_PUNK,7,12,Unique description for band 141,13,24.1,139,UniqueAlbum_141,8754,UniqueFront_141,ORANGE,ORANGE,SOUTH_KOREA,72,1971-10-10,542,34.1,UniqueLoc_141
UniqueBand_142,POST_PUNK,9,15,Unique description for band 142,9,24.2,360,UniqueAlbum_142,9799,UniqueFront_142,GREEN,WHITE,SOUTH_KOREA,86,1985-10-24,706,34.2,UniqueLoc_142
UniqueBand_143,POST_PUNK,6,8,Unique description for band 143,11,24.3,413,UniqueAlbum_143,4942,UniqueFront_143,WHITE,WHITE,SOUTH_KOREA,64,1996-08-20,751,34.3,UniqueLoc_143
UniqueBand_144,POST_PUNK,2,17,Unique description for band 144,14,24.4,348,UniqueAlbum_144,1169,UniqueFront_144,GREEN,WHITE,UNITED_KINGDOM,77,1986-12-13,817,34.4,UniqueLoc_144
UniqueBand_145,POP,2,6,Unique description for band 145,9,24.5,126,UniqueAlbum_145,2773,UniqueFront_145,ORANGE,GREEN,SOUTH_KOREA,62,1992-11-09,996,34.5,UniqueLoc_145
UniqueBand_146,ROCK,3,12,Unique description for band 146,10,24.6,446,UniqueAlbum_146,7789,UniqueFront_146,GREEN,ORANGE,UNITED_KINGDOM,62,1978-10-28,210,34.6,UniqueLoc_146
UniqueBand_147,POP,4,16,Unique description for band 147,1,24.7,285,UniqueAlbum_147,1633,UniqueFront_147,WHITE,GREEN,NORTH_KOREA,85,1987-02-26,991,34.7,UniqueLoc_147
UniqueBand_148,ROCK,7,1,Unique description for band 148,3,24.8,396,UniqueAlbum_148,1936,UniqueFront_148,GREEN,GREEN,FRANCE,85,1981-06-04,578,34.8,UniqueLoc_148
UniqueBand_149,ROCK,7,14,Unique description for band 149,14,24.9,240,UniqueAlbum_149,4256,UniqueFront_149,ORANGE,WHITE,UNITED_KINGDOM,87,1993-11-24,410,34.9,UniqueLoc_149
UniqueBand_150,POST_PUNK,3,7,Unique description for band 150,6,25.0,217,UniqueAlbum_150,9124,UniqueFront_150,GREEN,ORANGE,NORTH_KOREA,75,1994-12-06,564,35.0,UniqueLoc_150
UniqueBand_151,BLUES,3,8,Unique description for band 151,11,25.1,172,UniqueAlbum_151,3885,UniqueFront_151,ORANGE,GREEN,FRANCE,60,1981-03-15,748,35.1,UniqueLoc_151
UniqueBand_152,POST_PUNK,7,1,Unique description for band 152,10,25.2,296,UniqueAlbum_152,2955,UniqueFront_152,ORANGE,GREEN,FRANCE,85,1972-11-25,628,35.2,UniqueLoc_152
UniqueBand_153,ROCK,8,14,Unique description for band 153,2,25.3,189,UniqueAlbum_153,2020,UniqueFront_153,GREEN,GREEN,NORTH_KOREA,79,1971-05-09,935,35.3,UniqueLoc_153
UniqueBand_154,ROCK,7,8,Unique description for band 154,1,25.4,392,UniqueAlbum_154,1975,UniqueFront_154,GREEN,ORANGE,FRANCE,86,1990-12-31,531,35.4,UniqueLoc_154
UniqueBand_155,ROCK,9,18,Unique description for band 155,13,25.5,132,UniqueAlbum_155,6433,UniqueFront_155,WHITE,WHITE,UNITED_KINGDOM,83,1995-04-26,969,35.5,UniqueLoc_155
UniqueBand_156,ROCK,9,1,Unique description for band 156,15,25.6,108,UniqueAlbum_156,9892,UniqueFront_156,ORANGE,WHITE,NORTH_KOREA,81,1986-12-09,765,35.6,UniqueLoc_156
UniqueBand_157,POST_PUNK,7,19,Unique description for band 157,12,25.7,261,UniqueAlbum_157,4739,UniqueFront_157,WHITE,WHITE,UNITED_KINGDOM,65,1985-12-29,705,35.7,UniqueLoc_157
UniqueBand_158,BLUES,6,2,Unique description for band 158,6,25.8,436,UniqueAlbum_158,4163,UniqueFront_158,GREEN,ORANGE,UNITED_KINGDOM,87,1980-11-03,707,35.8,UniqueLoc_158
UniqueBand_159,BLUES,5,4,Unique description for band 159,9,25.9,344,UniqueAlbum_159,5328,UniqueFront_159,WHITE,WHITE,SOUTH_KOREA,74,1990-02-23,417,35.9,UniqueLoc_159
UniqueBand_160,PSYCHEDELIC_CLOUD_RAP,4,2,Unique description for band 160,8,26.0,216,UniqueAlbum_160,8733,UniqueFront_160,GREEN,GREEN,SOUTH_KOREA,64,1981-01-25,326,36.0,UniqueLoc_160
UniqueBand_161,POST_PUNK,10,15,Unique description for band 161,11,26.1,365,UniqueAlbum_161,2492,UniqueFront_161,ORANGE,WHITE,FRANCE,87,1972-06-16,231,36.1,UniqueLoc_161
UniqueBand_162,PSYCHEDELIC_CLOUD_RAP,7,1,Unique description for band 162,7,26.2,170,UniqueAlbum_162,7640,UniqueFront_162,GREEN,WHITE,NORTH_KOREA,71,1989-11-17,425,36.2,UniqueLoc_162
UniqueBand_163,ROCK,4,7,Unique description for band 163,2,26.3,319,UniqueAlbum_163,3861,UniqueFront_163,ORANGE,ORANGE,NORTH_KOREA,73,1983-04-21,826,36.3,UniqueLoc_163
UniqueBand_164,POST_PUNK,3,19,Unique description for band 164,12,26.4,304,UniqueAlbum_164,4312,UniqueFront_164,ORANGE,GREEN,NORTH_KOREA,89,1977-01-04,714,36.4,UniqueLoc_164
UniqueBand_165,ROCK,8,17,Unique description for band 165,9,26.5,357,UniqueAlbum_165,6750,UniqueFront_165,GREEN,WHITE,UNITED_KINGDOM,88,1994-06-14,345,36.5,UniqueLoc_165
UniqueBand_166,PSYCHEDELIC_CLOUD_RAP,4,3,Unique description for band 166,11,26.6,207,UniqueAlbum_166,7160,UniqueFront_166,ORANGE,ORANGE,SOUTH_KOREA,83,1995-06-05,425,36.6,UniqueLoc_166
UniqueBand_167,PSYCHEDELIC_CLOUD_RAP,7,2,Unique description for band 167,5,26.7,343,UniqueAlbum_167,2292,UniqueFront_167,GREEN,GREEN,SOUTH_KOREA,67,1974-08-15,716,36.7,UniqueLoc_167
UniqueBand_168,BLUES,6,12,Unique description for band 168,10,26.8,185,UniqueAlbum_168,8894,UniqueFront_168,GREEN,WHITE,FRANCE,61,1982-03-15,449,36.8,UniqueLoc_168
UniqueBand_169,ROCK,10,8,Unique description for band 169,14,26.9,333,UniqueAlbum_169,4835,UniqueFront_169,ORANGE,ORANGE,FRANCE,87,1991-02-03,895,36.9,UniqueLoc_169
UniqueBand_170,PSYCHEDELIC_CLOUD_RAP,7,13,Unique description for band 170,6,27.0,142,UniqueAlbum_170,6896,UniqueFront_170,GREEN,ORANGE,FRANCE,74,1989-06-16,714,37.0,UniqueLoc_170
UniqueBand_171,ROCK,10,15,Unique description for band 171,9,27.1,372,UniqueAlbum_171,9057,UniqueFront_171,ORANGE,WHITE,FRANCE,83,1994-09-18,765,37.1,UniqueLoc_171
UniqueBand_172,POST_PUNK,9,1,Unique description for band 172,15,27.2,343,UniqueAlbum_172,8255,UniqueFront_172,ORANGE,ORANGE,UNITED_KINGDOM,81,1981-10-20,106,37.2,UniqueLoc_172
UniqueBand_173,POP,7,8,Unique description for band 173,7,27.3,256,UniqueAlbum_173,2483,UniqueFront_173,WHITE,ORANGE,UNITED_KINGDOM,61,1974-08-21,791,37.3,UniqueLoc_173
UniqueBand_174,ROCK,10,16,Unique description for band 174,15,27.4,198,UniqueAlbum_174,3894,UniqueFront_174,GREEN,ORANGE,UNITED_KINGDOM,70,1970-07-17,965,37.4,UniqueLoc_174
UniqueBand_175,POP,9,18,Unique description for band 175,7,27.5,303,UniqueAlbum_175,4334,UniqueFront_175,ORANGE,WHITE,UNITED_KINGDOM,82,1981-04-02,776,37.5,UniqueLoc_175
UniqueBand_176,POST_PUNK,4,4,Unique description for band 176,1,27.6,163,UniqueAlbum_176,9570,UniqueFront_176,WHITE,ORANGE,FRANCE,87,1975-06-07,377,37.6,UniqueLoc_176
UniqueBand_177,POST_PUNK,10,12,Unique description for band 177,14,27.7,446,UniqueAlbum_177,7083,UniqueFront_177,WHITE,WHITE,FRANCE,82,1993-08-03,583,37.7,UniqueLoc_177
UniqueBand_178,BLUES,4,9,Unique description for band 178,15,27.8,239,UniqueAlbum_178,8877,UniqueFront_178,WHITE,ORANGE,SOUTH_KOREA,77,1977-05-01,625,37.8,UniqueLoc_178
UniqueBand_179,PSYCHEDELIC_CLOUD_RAP,6,11,Unique description for band 179,3,27.9,205,UniqueAlbum_179,2468,UniqueFront_179,WHITE,WHITE,FRANCE,83,1977-08-10,137,37.9,UniqueLoc_179
UniqueBand_180,PSYCHEDELIC_CLOUD_RAP,3,10,Unique description for band 180,5,28.0,283,UniqueAlbum_180,5892,UniqueFront_180,GREEN,ORANGE,SOUTH_KOREA,73,1981-12-08,656,38.0,UniqueLoc_180
UniqueBand_181,PSYCHEDELIC_CLOUD_RAP,5,1,Unique description for band 181,8,28.1,225,UniqueAlbum_181,5358,UniqueFront_181,WHITE,ORANGE,NORTH_KOREA,64,1983-09-28,724,38.1,UniqueLoc_181
UniqueBand_182,POST_PUNK,2,11,Unique description for band 182,4,28.2,147,UniqueAlbum_182,1190,UniqueFront_182,WHITE,WHITE,SOUTH_KOREA,78,1975-09-27,562,38.2,UniqueLoc_182
UniqueBand_183,POP,10,15,Unique description for band 183,13,28.3,294,UniqueAlbum_183,9471,UniqueFront_183,WHITE,ORANGE,UNITED_KINGDOM,88,1986-11-10,668,38.3,UniqueLoc_183
UniqueBand_184,POST_PUNK,2,18,Unique description for band 184,13,28.4,185,UniqueAlbum_184,9398,UniqueFront_184,GREEN,GREEN,FRANCE,69,1989-07-15,579,38.4,UniqueLoc_184
UniqueBand_185,ROCK,6,10,Unique description for band 185,1,28.5,248,UniqueAlbum_185,9772,UniqueFront_185,GREEN,GREEN,NORTH_KOREA,61,1970-06-25,179,38.5,UniqueLoc_185
UniqueBand_186,PSYCHEDELIC_CLOUD_RAP,8,13,Unique description for band 186,14,28.6,254,UniqueAlbum_186,3323,UniqueFront_186,ORANGE,GREEN,FRANCE,73,1991-09-07,687,38.6,UniqueLoc_186
UniqueBand_187,POST_PUNK,4,5,Unique description for band 187,6,28.7,266,UniqueAlbum_187,7656,UniqueFront_187,GREEN,GREEN,FRANCE,86,1971-08-01,395,38.7,UniqueLoc_187
UniqueBand_188,ROCK,2,20,Unique description for band 188,6,28.8,333,UniqueAlbum_188,8661,UniqueFront_188,WHITE,ORANGE,SOUTH_KOREA,60,1992-04-14,218,38.8,UniqueLoc_188
UniqueBand_189,BLUES,2,11,Unique description for band 189,10,28.9,339,UniqueAlbum_189,7270,UniqueFront_189,WHITE,WHITE,FRANCE,75,1987-10-03,660,38.9,UniqueLoc_189
UniqueBand_190,POST_PUNK,2,9,Unique description for band 190,6,29.0,362,UniqueAlbum_190,5301,UniqueFront_190,GREEN,WHITE,UNITED_KINGDOM,70,1991-09-09,920,39.0,UniqueLoc_190
UniqueBand_191,ROCK,9,4,Unique description for band 191,1,29.1,261,UniqueAlbum_191,4848,UniqueFront_191,WHITE,ORANGE,SOUTH_KOREA,79,1979-04-14,613,39.1,UniqueLoc_191
UniqueBand_192,BLUES,4,15,Unique description for band 192,14,29.2,390,UniqueAlbum_192,5622,UniqueFront_192,GREEN,WHITE,FRANCE,78,1983-09-01,722,39.2,UniqueLoc_192
UniqueBand_193,PSYCHEDELIC_CLOUD_RAP,10,9,Unique description for band 193,13,29.3,394,UniqueAlbum_193,9990,UniqueFront_193,WHITE,ORANGE,UNITED_KINGDOM,90,1992-08-25,122,39.3,UniqueLoc_193
UniqueBand_194,POST_PUNK,6,1,Unique description for band 194,10,29.4,363,UniqueAlbum_194,9788,UniqueFront_194,WHITE,ORANGE,UNITED_KINGDOM,88,1974-10-04,823,39.4,UniqueLoc_194
UniqueBand_195,POP,3,16,Unique description for band 195,6,29.5,121,UniqueAlbum_195,2458,UniqueFront_195,ORANGE,GREEN,SOUTH_KOREA,71,1977-07-30,488,39.5,UniqueLoc_195
UniqueBand_196,PSYCHEDELIC_CLOUD_RAP,3,12,Unique description for band 196,7,29.6,332,UniqueAlbum_196,8308,UniqueFront_196,WHITE,ORANGE,NORTH_KOREA,60,1970-03-18,679,39.6,UniqueLoc_196
UniqueBand_197,PSYCHEDELIC_CLOUD_RAP,8,18,Unique description for band 197,13,29.7,223,UniqueAlbum_197,9289,UniqueFront_197,GREEN,ORANGE,SOUTH_KOREA,69,1972-10-15,168,39.7,UniqueLoc_197
UniqueBand_198,POP,2,1,Unique description for band 198,3,29.8,222,UniqueAlbum_198,6966,UniqueFront_198,GREEN,WHITE,UNITED_KINGDOM,62,1976-02-17,286,39.8,UniqueLoc_198
UniqueBand_199,PSYCHEDELIC_CLOUD_RAP,9,16,Unique description for band 199,2,29.9,406,UniqueAlbum_199,6454,UniqueFront_199,GREEN,ORANGE,UNITED_KINGDOM,76,1973-12-07,337,39.9,UniqueLoc_199
UniqueBand_200,POP,4,17,Unique description for band 200,1,30.0,183,UniqueAlbum_200,4198,UniqueFront_200,WHITE,ORANGE,SOUTH_KOREA,85,1994-08-31,931,40.0,UniqueLoc_200
UniqueBand_201,PSYCHEDELIC_CLOUD_RAP,4,1,Unique description for band 201,2,30.1,419,UniqueAlbum_201,1443,UniqueFront_201,WHITE,ORANGE,NORTH_KOREA,79,1988-04-26,440,40.1,UniqueLoc_201
UniqueBand_202,POP,9,11,Unique description for band 202,10,30.2,112,UniqueAlbum_202,5777,UniqueFront_202,ORANGE,GREEN,NORTH_KOREA,67,1991-07-21,568,40.2,UniqueLoc_202
UniqueBand_203,POST_PUNK,2,3,Unique description for band 203,15,30.3,142,UniqueAlbum_203,8347,UniqueFront_203,WHITE,ORANGE,NORTH_KOREA,64,1992-09-27,129,40.3,UniqueLoc_203
UniqueBand_204,POST_PUNK,2,14,Unique description for band 204,9,30.4,428,UniqueAlbum_204,1296,UniqueFront_204,WHITE,GREEN,SOUTH_KOREA,66,1985-05-23,815,40.4,UniqueLoc_204
UniqueBand_205,BLUES,2,6,Unique description for band 205,14,30.5,158,UniqueAlbum_205,6144,UniqueFront_205,ORANGE,ORANGE,FRANCE,61,1991-02-10,545,40.5,UniqueLoc_205
UniqueBand_206,POST_PUNK,2,5,Unique description for band 206,13,30.6,125,UniqueAlbum_206,7745,UniqueFront_206,ORANGE,GREEN,NORTH_KOREA,87,1995-09-20,669,40.6,UniqueLoc_206
UniqueBand_207,BLUES,2,10,Unique description for band 207,9,30.7,343,UniqueAlbum_207,1255,UniqueFront_207,GREEN,GREEN,FRANCE,88,1983-11-26,291,40.7,UniqueLoc_207
UniqueBand_208,BLUES,3,18,Unique description for band 208,5,30.8,388,UniqueAlbum_208,9617,UniqueFront_208,GREEN,GREEN,NORTH_KOREA,60,1977-09-10,369,40.8,UniqueLoc_208
UniqueBand_209,POST_PUNK,3,2,Unique description for band 209,8,30.9,393,UniqueAlbum_209,3955,UniqueFront_209,ORANGE,WHITE,SOUTH_KOREA,72,1987-09-28,279,40.9,UniqueLoc_209
UniqueBand_210,PSYCHEDELIC_CLOUD_RAP,6,4,Unique description for band 210,14,31.0,321,UniqueAlbum_210,7715,UniqueFront_210,WHITE,ORANGE,SOUTH_KOREA,80,1982-06-19,354,41.0,UniqueLoc_210
UniqueBand_211,POST_PUNK,8,14,Unique description for band 211,5,31.1,438,UniqueAlbum_211,1505,UniqueFront_211,WHITE,ORANGE,SOUTH_KOREA,67,1976-10-24,223,41.1,UniqueLoc_211
UniqueBand_212,POST_PUNK,5,14,Unique description for band 212,13,31.2,362,UniqueAlbum_212,8792,UniqueFront_212,WHITE,WHITE,FRANCE,76,1985-07-08,958,41.2,UniqueLoc_212
UniqueBand_213,BLUES,6,9,Unique description for band 213,5,31.3,115,UniqueAlbum_213,7078,UniqueFront_213,ORANGE,ORANGE,NORTH_KOREA,67,1980-06-08,123,41.3,UniqueLoc_213
UniqueBand_214,ROCK,8,12,Unique description for band 214,7,31.4,429,UniqueAlbum_214,1865,UniqueFront_214,ORANGE,WHITE,FRANCE,80,1993-08-11,899,41.4,UniqueLoc_214
UniqueBand_215,POST_PUNK,3,6,Unique description for band 215,7,31.5,388,UniqueAlbum_215,1105,UniqueFront_215,WHITE,GREEN,NORTH_KOREA,62,1990-10-04,811,41.5,UniqueLoc_215
UniqueBand_216,BLUES,5,2,Unique description for band 216,4,31.6,302,UniqueAlbum_216,4309,UniqueFront_216,GREEN,GREEN,UNITED_KINGDOM,79,1971-10-11,523,41.6,UniqueLoc_216
UniqueBand_217,PSYCHEDELIC_CLOUD_RAP,3,5,Unique description for band 217,1,31.7,411,UniqueAlbum_217,6896,UniqueFront_217,ORANGE,WHITE,FRANCE,65,1971-12-04,872,41.7,UniqueLoc_217
UniqueBand_218,BLUES,10,4,Unique description for band 218,8,31.8,404,UniqueAlbum_218,3409,UniqueFront_218,WHITE,WHITE,UNITED_KINGDOM,87,1970-10-09,214,41.8,UniqueLoc_218
UniqueBand_219,BLUES,5,11,Unique description for band 219,3,31.9,101,UniqueAlbum_219,6758,UniqueFront_219,WHITE,WHITE,SOUTH_KOREA,84,1980-02-26,525,41.9,UniqueLoc_219
UniqueBand_220,BLUES,3,7,Unique description for band 220,10,32.0,443,UniqueAlbum_220,6869,UniqueFront_220,GREEN,GREEN,UNITED_KINGDOM,76,1972-06-14,123,42.0,UniqueLoc_220
UniqueBand_221,POST_PUNK,2,6,Unique description for band 221,7,32.1,409,UniqueAlbum_221,4183,UniqueFront_221,GREEN,GREEN,NORTH_KOREA,76,1974-08-07,303,42.1,UniqueLoc_221
UniqueBand_222,POST_PUNK,10,15,Unique description for band 222,10,32.2,444,UniqueAlbum_222,3469,UniqueFront_222,GREEN,WHITE,SOUTH_KOREA,78,1994-02-05,665,42.2,UniqueLoc_222
UniqueBand_223,ROCK,2,6,Unique description for band 223,2,32.3,258,UniqueAlbum_223,8325,UniqueFront_223,GREEN,WHITE,NORTH_KOREA,73,1984-08-16,359,42.3,UniqueLoc_223
UniqueBand_224,ROCK,7,5,Unique description for band 224,6,32.4,382,UniqueAlbum_224,3313,UniqueFront_224,ORANGE,ORANGE,NORTH_KOREA,70,1983-01-03,449,42.4,UniqueLoc_224
UniqueBand_225,POST_PUNK,5,4,Unique description for band 225,2,32.5,391,UniqueAlbum_225,4398,UniqueFront_225,ORANGE,ORANGE,NORTH_KOREA,79,1995-12-24,1000,42.5,UniqueLoc_225
UniqueBand_226,ROCK,7,5,Unique description for band 226,10,32.6,244,UniqueAlbum_226,7651,UniqueFront_226,ORANGE,WHITE,NORTH_KOREA,61,1989-04-19,280,42.6,UniqueLoc_226
UniqueBand_227,ROCK,3,9,Unique description for band 227,10,32.7,145,UniqueAlbum_227,2457,UniqueFront_227,ORANGE,WHITE,NORTH_KOREA,74,1989-04-03,565,42.7,UniqueLoc_227
UniqueBand_228,POST_PUNK,8,15,Unique description for band 228,4,32.8,243,UniqueAlbum_228,5726,UniqueFront_228,GREEN,ORANGE,SOUTH_KOREA,76,1992-11-18,404,42.8,UniqueLoc_228
UniqueBand_229,PSYCHEDELIC_CLOUD_RAP,9,10,Unique description for band 229,12,32.9,429,UniqueAlbum_229,2127,UniqueFront_229,WHITE,ORANGE,NORTH_KOREA,79,1984-07-29,761,42.9,UniqueLoc_229
UniqueBand_230,BLUES,2,20,Unique description for band 230,10,33.0,274,UniqueAlbum_230,7042,UniqueFront_230,WHITE,ORANGE,FRANCE,78,1978-09-30,483,43.0,UniqueLoc_230
UniqueBand_231,ROCK,9,11,Unique description for band 231,12,33.1,429,UniqueAlbum_231,6649,UniqueFront_231,WHITE,WHITE,NORTH_KOREA,82,1981-05-26,239,43.1,UniqueLoc_231
UniqueBand_232,POP,3,17,Unique description for band 232,6,33.2,185,UniqueAlbum_232,9812,UniqueFront_232,GREEN,ORANGE,FRANCE,81,1987-10-10,812,43.2,UniqueLoc_232
UniqueBand_233,ROCK,8,20,Unique description for band 233,12,33.3,283,UniqueAlbum_233,3069,UniqueFront_233,ORANGE,GREEN,NORTH_KOREA,90,1982-06-03,924,43.3,UniqueLoc_233
UniqueBand_234,POP,10,10,Unique description for band 234,5,33.4,395,UniqueAlbum_234,3995,UniqueFront_234,ORANGE,ORANGE,FRANCE,81,1987-05-05,749,43.4,UniqueLoc_234
UniqueBand_235,BLUES,10,20,Unique description for band 235,1,33.5,220,UniqueAlbum_235,4855,UniqueFront_235,WHITE,GREEN,NORTH_KOREA,79,1977-05-05,999,43.5,UniqueLoc_235
UniqueBand_236,POP,5,20,Unique description for band 236,11,33.6,147,UniqueAlbum_236,1649,UniqueFront_236,GREEN,ORANGE,FRANCE,61,1982-11-26,647,43.6,UniqueLoc_236
UniqueBand_237,PSYCHEDELIC_CLOUD_RAP,10,9,Unique description for band 237,4,33.7,145,UniqueAlbum_237,9423,UniqueFront_237,WHITE,WHITE,UNITED_KINGDOM,70,1985-02-28,615,43.7,UniqueLoc_237
UniqueBand_238,PSYCHEDELIC_CLOUD_RAP,9,2,Unique description for band 238,12,33.8,157,UniqueAlbum_238,8146,UniqueFront_238,GREEN,WHITE,SOUTH_KOREA,72,1972-02-18,836,43.8,UniqueLoc_238
UniqueBand_239,POP,3,9,Unique description for band 239,9,33.9,289,UniqueAlbum_239,4216,UniqueFront_239,ORANGE,ORANGE,FRANCE,68,1970-02-11,510,43.9,UniqueLoc_239
UniqueBand_240,ROCK,3,4,Unique description for band 240,9,34.0,145,UniqueAlbum_240,5212,UniqueFront_240,WHITE,ORANGE,UNITED_KINGDOM,69,1988-02-27,711,44.0,UniqueLoc_240
UniqueBand_241,PSYCHEDELIC_CLOUD_RAP,9,1,Unique description for band 241,1,34.1,269,UniqueAlbum_241,3329,UniqueFront_241,WHITE,GREEN,NORTH_KOREA,74,1970-10-02,895,44.1,UniqueLoc_241
UniqueBand_242,POST_PUNK,3,17,Unique description for band 242,7,34.2,331,UniqueAlbum_242,3958,UniqueFront_242,WHITE,GREEN,SOUTH_KOREA,83,1972-02-29,288,44.2,UniqueLoc_242
UniqueBand_243,POP,5,6,Unique description for band 243,4,34.3,406,UniqueAlbum_243,9650,UniqueFront_243,GREEN,ORANGE,UNITED_KINGDOM,71,1991-08-09,655,44.3,UniqueLoc_243
UniqueBand_244,POST_PUNK,8,5,Unique description for band 244,1,34.4,111,UniqueAlbum_244,2195,UniqueFront_244,WHITE,GREEN,NORTH_KOREA,86,1977-09-11,297,44.4,UniqueLoc_244
UniqueBand_245,BLUES,6,14,Unique description for band 245,7,34.5,135,UniqueAlbum_245,2236,UniqueFront_245,WHITE,WHITE,SOUTH_KOREA,88,1970-10-14,560,44.5,UniqueLoc_245
UniqueBand_246,POST_PUNK,5,4,Unique description for band 246,13,34.6,379,UniqueAlbum_246,7448,UniqueFront_246,GREEN,WHITE,NORTH_KOREA,61,1974-08-26,682,44.6,UniqueLoc_246
UniqueBand_247,POST_PUNK,3,7,Unique description for band 247,3,34.7,130,UniqueAlbum_247,8947,UniqueFront_247,WHITE,GREEN,FRANCE,84,1977-05-27,427,44.7,UniqueLoc_247
UniqueBand_248,POP,2,14,Unique description for band 248,14,34.8,350,UniqueAlbum_248,1693,UniqueFront_248,WHITE,GREEN,NORTH_KOREA,62,1991-10-02,745,44.8,UniqueLoc_248
UniqueBand_249,ROCK,8,4,Unique description for band 249,4,34.9,378,UniqueAlbum_249,5567,UniqueFront_249,GREEN,GREEN,NORTH_KOREA,78,1983-01-17,924,44.9,UniqueLoc_249
UniqueBand_250,POP,8,17,Unique description for band 250,13,35.0,250,UniqueAlbum_250,4639,UniqueFront_250,ORANGE,ORANGE,SOUTH_KOREA,64,1984-10-01,899,45.0,UniqueLoc_250
UniqueBand_251,POP,4,18,Unique description for band 251,12,35.1,401,UniqueAlbum_251,1767,UniqueFront_251,ORANGE,GREEN,FRANCE,82,1991-04-23,310,45.1,UniqueLoc_251
UniqueBand_252,PSYCHEDELIC_CLOUD_RAP,7,2,Unique description for band 252,13,35.2,376,UniqueAlbum_252,9555,UniqueFront_252,GREEN,GREEN,UNITED_KINGDOM,81,1987-09-11,994,45.2,UniqueLoc_252
UniqueBand_253,PSYCHEDELIC_CLOUD_RAP,10,16,Unique description for band 253,8,35.3,395,UniqueAlbum_253,2599,UniqueFront_253,WHITE,ORANGE,SOUTH_KOREA,89,1994-12-10,281,45.3,UniqueLoc_253
UniqueBand_254,BLUES,8,6,Unique description for band 254,1,35.4,342,UniqueAlbum_254,2065,UniqueFront_254,GREEN,GREEN,NORTH_KOREA,67,1981-11-07,571,45.4,UniqueLoc_254
UniqueBand_255,PSYCHEDELIC_CLOUD_RAP,3,5,Unique description for band 255,3,35.5,316,UniqueAlbum_255,4236,UniqueFront_255,GREEN,ORANGE,FRANCE,89,1996-11-18,238,45.5,UniqueLoc_255
UniqueBand_256,POP,3,20,Unique description for band 256,12,35.6,105,UniqueAlbum_256,4212,UniqueFront_256,WHITE,GREEN,UNITED_KINGDOM,62,1987-01-29,282,45.6,UniqueLoc_256
UniqueBand_257,ROCK,2,15,Unique description for band 257,15,35.7,158,UniqueAlbum_257,4766,UniqueFront_257,GREEN,GREEN,FRANCE,83,1983-10-13,288,45.7,UniqueLoc_257
UniqueBand_258,PSYCHEDELIC_CLOUD_RAP,8,18,Unique description for band 258,6,35.8,225,UniqueAlbum_258,5242,UniqueFront_258,WHITE,WHITE,FRANCE,75,1986-03-26,280,45.8,UniqueLoc_258
UniqueBand_259,PSYCHEDELIC_CLOUD_RAP,8,15,Unique description for band 259,1,35.9,368,UniqueAlbum_259,7006,UniqueFront_259,ORANGE,ORANGE,SOUTH_KOREA,63,1977-11-01,195,45.9,UniqueLoc_259
